feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,score
15.5,0.645,0.49,4.2,0.68,0.095,10,23,23,1.00315,2.92,58,0.74,11.1,5
10.9,0.53,0.49,4.6,0.73,0.118,10,17,36,1.0002,3.07,16,0.56,11.7,6
15.6,0.645,0.49,4.2,0.78,0.095,10,23,43,1.00315,2.92,2,0.74,11.1,5
10.9,0.53,0.49,4.6,0.63,0.118,10,17,21,1.0002,3.07,60,0.56,11.7,6
13,0.47,0.49,4.3,0.63,0.085,6,47,45,1.0021,3.3,92,0.68,12.7,6
12.7,0.6,0.49,2.8,0.98,0.075,5,19,41,0.9994,3.14,50,0.57,11.4,5
9,0.44,0.49,2.4,0.63,0.078,26,121,33,0.9978,3.23,92,0.58,9.2,5
9,0.54,0.49,2.9,0.93,0.094,41,110,25,0.9982,3.08,55,0.61,9.2,5
7.6,0.29,0.49,2.7,0.63,0.092,25,60,19,0.9971,3.31,31,0.61,10.1,6
13,0.47,0.49,4.3,0.93,0.085,6,47,29,1.0021,3.3,42,0.68,12.7,6
12.7,0.6,0.49,2.8,0.78,0.075,5,19,46,0.9994,3.14,68,0.57,11.4,5
8.7,0.7,0.24,2.5,0.88,0.226,5,15,14,0.9991,3.32,93,0.6,9,6
8.7,0.7,0.24,2.5,0.63,0.226,5,15,28,0.9991,3.32,92,0.6,9,6
9.8,0.5,0.49,2.6,0.78,0.25,5,20,33,0.999,3.31,29,0.79,10.7,6
6.2,0.36,0.24,2.2,0.73,0.095,19,42,20,0.9946,3.57,80,0.57,11.7,6
11.5,0.35,0.49,3.3,0.68,0.07,10,NA,20,1.0003,3.32,65,0.91,11,6
6.2,0.36,0.24,2.2,0.83,0.095,19,42,12,0.9946,3.57,15,0.57,11.7,6
10.2,0.24,0.49,2.4,0.78,0.075,10,28,49,0.9978,3.14,78,0.61,10.4,5
10.5,0.59,0.49,2.1,0.98,0.07,14,47,30,0.9991,3.3,26,0.56,9.6,4
10.6,0.34,0.49,3.2,0.73,0.078,20,78,46,0.9992,3.19,76,0.7,10,6
12.3,0.27,0.49,3.1,0.83,0.079,28,46,29,0.9993,3.2,82,0.8,10.2,6
9.9,0.5,0.24,2.3,0.83,0.103,6,14,34,0.9978,3.34,98,0.52,10,4
8.8,0.44,0.49,2.8,0.88,0.083,18,111,36,0.9982,3.3,21,0.6,9.5,5
8.8,0.47,0.49,2.9,0.68,0.085,17,110,47,0.9982,3.29,30,0.6,9.8,5
10.6,0.31,0.49,2.2,0.68,0.063,18,40,31,0.9976,3.14,26,0.51,9.8,6
12.3,0.5,0.49,2.2,0.54,0.089,5,14,10,1.0002,3.19,77,0.44,9.6,5
12.3,0.5,0.49,2.2,0.68,0.089,5,14,39,1.0002,3.19,32,0.44,9.6,5
11.7,0.49,0.49,2.2,0.54,0.083,5,15,21,1,3.19,39,0.43,9.2,5
12,0.28,0.49,1.9,0.88,0.074,10,21,32,0.9976,2.98,86,0.66,9.9,7
11.8,0.33,0.49,3.4,0.78,0.093,54,80,35,1.0002,3.3,57,0.76,10.7,7
7.6,0.51,0.24,2.4,0.83,0.091,8,38,17,0.998,3.47,47,0.66,9.6,6
11.1,0.31,0.49,2.7,0.78,0.094,16,47,26,0.9986,3.12,30,1.02,10.6,7
7.3,0.73,0.24,1.9,0.68,0.108,18,102,41,0.9967,3.26,52,0.59,9.3,5
5,0.42,0.24,2,0.63,0.06,19,50,37,0.9917,3.72,82,0.74,14,8
10.2,0.29,0.49,2.6,0.83,0.059,5,NA,50,0.9976,3.05,44,0.74,10.5,7
9,0.45,0.49,2.6,0.54,0.084,21,75,27,0.9987,3.35,65,0.57,9.7,5
6.6,0.39,0.49,1.7,0.73,0.07,23,149,36,0.9922,3.12,97,0.5,11.5,6
9,0.45,0.49,2.6,0.78,0.084,21,75,48,0.9987,3.35,68,0.57,9.7,5
9.9,0.49,0.58,3.5,0.68,0.094,9,43,17,1.0004,3.29,95,0.58,9,5
7.9,0.72,0.17,2.6,0.98,0.096,20,38,23,0.9978,3.4,12,0.53,9.5,5
8.9,0.595,0.41,7.9,0.78,0.086,30,109,12,0.9998,3.27,69,0.57,9.3,5
12.4,0.4,0.51,2,0.88,0.059,6,24,27,0.9994,3.04,12,0.6,9.3,6
11.9,0.58,0.58,1.9,0.73,0.071,5,18,14,0.998,3.09,17,0.63,10,6
8.5,0.585,0.18,2.1,0.78,0.078,5,30,21,0.9967,3.2,44,0.48,9.8,6
12.7,0.59,0.45,2.3,0.63,0.082,11,22,31,1,3,33,0.7,9.3,6
8.2,0.915,0.27,2.1,0.63,0.088,7,23,24,0.9962,3.26,8,0.47,10,4
13.2,0.46,0.52,2.2,0.59,0.071,12,NA,29,1.0006,3.1,43,0.56,9,6
7.7,0.835,0,2.6,0.54,0.081,6,14,36,0.9975,3.3,44,0.52,9.3,5
13.2,0.46,0.52,2.2,0.98,0.071,12,35,41,1.0006,3.1,26,0.56,9,6
8.3,0.58,0.13,2.9,0.98,0.096,14,63,35,0.9984,3.17,76,0.62,9.1,6
8.3,0.6,0.13,2.6,0.59,0.085,6,24,30,0.9984,3.31,34,0.59,9.2,6
9.4,0.41,0.48,4.6,0.63,0.072,10,20,48,0.9973,3.34,80,0.79,12.2,7
8.8,0.48,0.41,3.3,0.59,0.092,26,52,24,0.9982,3.31,18,0.53,10.5,6
10.1,0.65,0.37,5.1,0.59,0.11,11,65,40,1.0026,3.32,38,0.64,10.4,6
6.3,0.36,0.19,3.2,0.73,0.075,15,39,24,0.9956,3.56,96,0.52,12.7,6
8.8,0.24,0.54,2.5,0.78,0.083,25,57,47,0.9983,3.39,65,0.54,9.2,5
13.2,0.38,0.55,2.7,0.63,0.081,5,16,14,1.0006,2.98,97,0.54,9.4,5
7.5,0.64,0,2.4,0.93,0.077,18,29,36,0.9965,3.32,4,0.6,10,6
8.2,0.39,0.38,1.5,0.63,0.058,10,29,17,0.9962,3.26,92,0.74,9.8,5
9.2,0.755,0.18,2.2,0.83,0.148,10,103,28,0.9969,2.87,79,1.36,10.2,6
9.6,0.6,0.5,2.3,0.59,0.079,28,71,18,0.9997,3.5,66,0.57,9.7,5
9.6,0.6,0.5,2.3,0.88,0.079,28,71,34,0.9997,3.5,70,0.57,9.7,5
11.5,0.31,0.51,2.2,0.54,0.079,14,28,10,0.9982,3.03,28,0.93,9.8,6
11.4,0.46,0.5,2.7,0.59,0.122,4,17,24,1.0006,3.13,51,0.7,10.2,5
11.3,0.37,0.41,2.3,0.59,0.088,6,16,39,0.9988,3.09,24,0.8,9.3,5
8.3,0.54,0.24,3.4,0.98,0.076,16,112,27,0.9976,3.27,20,0.61,9.4,5
8.2,0.56,0.23,3.4,0.68,0.078,14,104,40,0.9976,3.28,21,0.62,9.4,5
10,0.58,0.22,1.9,0.88,0.08,9,32,40,0.9974,3.13,21,0.55,9.5,5
7.9,0.51,0.25,2.9,0.54,0.077,21,45,14,0.9974,3.49,85,0.96,12.1,6
6.8,0.69,0,5.6,0.98,0.124,21,58,42,0.9997,3.46,1,0.72,10.2,5
6.8,0.69,0,5.6,0.63,0.124,21,58,29,0.9997,3.46,1,0.72,10.2,5
8.8,0.6,0.29,2.2,0.88,0.098,5,15,34,0.9988,3.36,14,0.49,9.1,5
8.8,0.6,0.29,2.2,0.73,0.098,5,15,39,0.9988,3.36,42,0.49,9.1,5
8.7,0.54,0.26,2.5,0.93,0.097,7,31,38,0.9976,3.27,75,0.6,9.3,6
7.6,0.685,0.23,2.3,0.78,0.111,20,84,18,0.9964,3.21,78,0.61,9.3,5
8.7,0.54,0.26,2.5,0.88,0.097,7,31,11,0.9976,3.27,44,0.6,9.3,6
10.4,0.28,0.54,2.7,0.88,0.105,5,19,40,0.9988,3.25,61,0.63,9.5,5
7.6,0.41,0.14,3,0.59,0.087,21,43,35,0.9964,3.32,81,0.57,10.5,6
10.1,0.935,0.22,3.4,0.59,0.105,11,86,32,1.001,3.43,7,0.64,11.3,4
7.9,0.35,0.21,1.9,0.59,0.073,46,102,29,0.9964,3.27,8,0.58,9.5,5
8.7,0.84,0,1.4,0.98,0.065,24,33,14,0.9954,3.27,76,0.55,9.7,5
9.6,0.88,0.28,2.4,0.93,0.086,30,147,15,0.9979,3.24,59,0.53,9.4,5
9.5,0.885,0.27,2.3,0.73,0.084,31,145,41,0.9978,3.24,4,0.53,9.4,5
7.7,0.915,0.12,2.2,0.59,0.143,7,23,19,0.9964,3.35,31,0.65,10.2,7
8.9,0.29,0.35,1.9,0.54,0.067,25,57,35,0.997,3.18,78,1.36,10.3,6
9.9,0.54,0.45,2.3,0.68,0.071,16,40,33,0.9991,3.39,20,0.62,9.4,5
9.5,0.59,0.44,2.3,0.63,0.071,21,68,36,0.9992,3.46,10,0.63,9.5,5
9.9,0.54,0.45,2.3,0.59,0.071,16,40,16,0.9991,3.39,91,0.62,9.4,5
9.5,0.59,0.44,2.3,0.68,0.071,21,68,30,0.9992,3.46,46,0.63,9.5,5
9.9,0.54,0.45,2.3,0.98,0.071,16,40,32,0.9991,3.39,64,0.62,9.4,5
7.8,0.64,0.1,6,0.88,0.115,5,11,47,0.9984,3.37,85,0.69,10.1,7
7.3,0.67,0.05,3.6,0.93,0.107,6,20,17,0.9972,3.4,70,0.63,10.1,5
8.3,0.845,0.01,2.2,0.68,0.07,5,14,37,0.9967,3.32,96,0.58,11,4
8.7,0.48,0.3,2.8,0.83,0.066,10,28,44,0.9964,3.33,99,0.67,11.2,7
6.7,0.42,0.27,8.6,0.93,0.068,24,148,48,0.9948,3.16,65,0.57,11.3,6
10.7,0.43,0.39,2.2,0.59,0.106,8,32,43,0.9986,2.89,88,0.5,9.6,5
9.8,0.88,0.25,2.5,0.73,0.104,35,155,41,1.001,3.41,44,0.67,11.2,5
15.9,0.36,0.65,7.5,0.93,0.096,22,71,36,0.9976,2.98,17,0.84,14.9,5
9.4,0.33,0.59,2.8,0.59,0.079,9,30,39,0.9976,3.12,33,0.54,12,6
8.6,0.47,0.47,2.4,0.68,0.074,7,29,50,0.9979,3.08,87,0.46,9.5,5
NA,0.55,0.17,2.9,0.73,0.087,20,53,42,1.0004,3.14,67,0.61,9.4,5
10.7,0.43,0.39,2.2,0.93,0.106,8,32,44,0.9986,2.89,1,0.5,9.6,5
12,0.5,0.59,1.4,0.68,0.073,23,42,48,0.998,2.92,27,0.68,10.5,7
7.2,0.52,0.07,1.4,0.63,0.074,5,20,46,0.9973,3.32,99,0.81,9.6,6
7.1,0.84,0.02,4.4,0.78,0.096,5,13,25,0.997,3.41,75,0.57,11,4
7.2,0.52,0.07,1.4,0.63,0.074,5,NA,27,0.9973,3.32,79,0.81,9.6,6
7.5,0.42,0.31,1.6,0.78,0.08,15,42,23,0.9978,3.31,78,0.64,9,5
NA,0.57,0.06,1.6,0.59,0.076,9,27,41,0.9972,3.36,50,0.7,9.6,6
NA,0.28,0.46,1.8,0.54,0.05,5,13,11,0.9974,3.04,30,0.79,10.2,6
12.1,0.4,0.52,2,0.54,0.092,15,54,13,1,3.03,91,0.66,10.2,5
9.4,0.59,0.14,2,0.63,0.084,25,48,34,0.9981,3.14,79,0.56,9.7,5
8.3,0.49,0.36,1.8,0.78,0.222,6,16,43,0.998,3.18,75,0.6,9.5,6
11.3,0.34,NA,2,0.68,0.082,6,15,45,0.9988,2.94,65,0.66,9.2,6
10,0.73,0.43,2.3,0.68,0.059,15,31,41,0.9966,3.15,87,0.57,11,5
11.3,0.34,0.45,2,0.59,0.082,6,15,43,0.9988,2.94,47,0.66,9.2,6
6.9,0.4,0.24,2.5,0.73,0.083,30,45,41,0.9959,3.26,5,0.58,10,5
8.2,0.73,0.21,1.7,0.59,0.074,5,13,27,0.9968,3.2,77,0.52,9.5,5
9.8,1.24,0.34,2,0.83,0.079,32,151,11,0.998,3.15,73,0.53,9.5,5
8.2,0.73,0.21,1.7,0.54,0.074,5,13,33,0.9968,3.2,51,0.52,9.5,5
10.8,0.4,0.41,2.2,0.98,0.084,7,17,23,0.9984,3.08,27,0.67,9.3,6
9.3,0.41,0.39,2.2,0.88,0.064,12,31,44,0.9984,3.26,53,0.65,10.2,5
10.8,0.4,0.41,2.2,0.63,0.084,7,17,28,0.9984,3.08,76,0.67,9.3,6
8.6,0.8,0.11,2.3,0.83,0.084,12,31,38,0.9979,3.4,51,0.48,9.9,5
8.3,0.78,0.1,2.6,0.98,0.081,45,87,25,0.9983,3.48,6,0.53,10,5
10.8,0.26,0.45,3.3,0.54,0.06,20,49,43,0.9972,3.13,71,0.54,9.6,5
13.3,0.43,0.58,1.9,0.73,0.07,15,40,38,1.0004,3.06,60,0.49,9,5
8,0.45,0.23,2.2,0.98,0.094,16,29,22,0.9962,3.21,51,0.49,10.2,6
8.5,0.46,0.31,2.25,0.83,0.078,32,58,14,0.998,3.33,75,0.54,9.8,5
8.1,0.78,0.23,2.6,0.63,0.059,5,15,17,0.997,3.37,19,0.56,11.3,5
9.8,0.98,0.32,2.3,0.59,0.078,35,152,48,0.998,3.25,39,0.48,9.4,5
8.1,0.78,0.23,2.6,0.78,0.059,5,15,21,0.997,3.37,15,0.56,11.3,5
7.1,0.65,0.18,1.8,0.98,0.07,13,40,28,0.997,3.44,83,0.6,9.1,5
9.1,0.64,0.23,3.1,0.73,0.095,13,38,22,0.9998,3.28,33,0.59,9.7,5
7.7,0.66,0.04,1.6,0.83,0.039,4,9,42,0.9962,3.4,26,0.47,9.4,5
8.1,0.38,0.48,1.8,0.83,0.157,5,17,26,0.9976,3.3,13,1.05,9.4,5
7.4,1.185,0,4.25,0.68,0.097,5,14,31,0.9966,3.63,13,0.54,10.7,3
9.2,0.92,0.24,2.6,0.59,0.087,12,93,44,0.9998,3.48,84,0.54,9.8,5
8.6,0.49,0.51,2,0.73,0.422,16,62,40,0.9979,3.03,41,1.17,9,5
9,0.48,0.32,2.8,0.59,0.084,21,122,13,0.9984,3.32,64,0.62,9.4,5
9,0.47,0.31,2.7,0.88,0.084,24,125,14,0.9984,3.31,64,0.61,9.4,5
5.1,0.47,0.02,1.3,0.88,0.034,18,44,38,0.9921,3.9,92,0.62,12.8,6
7,0.65,0.02,2.1,0.73,0.066,8,25,25,0.9972,3.47,47,0.67,9.5,6
7,0.65,0.02,2.1,0.59,0.066,8,25,36,0.9972,3.47,6,0.67,9.5,6
9.4,0.615,0.28,3.2,0.78,0.087,18,72,48,1.0001,3.31,77,0.53,9.7,5
11.8,0.38,0.55,2.1,0.78,0.071,5,19,21,0.9986,3.11,2,0.62,10.8,6
10.6,1.02,0.43,2.9,0.98,0.076,26,88,23,0.9984,3.08,25,0.57,10.1,6
7,0.65,0.02,2.1,0.73,0.066,8,25,24,0.9972,3.47,49,0.67,9.5,6
7,0.64,0.02,2.1,0.68,0.067,9,23,36,0.997,3.47,53,0.67,9.4,6
7.5,0.38,0.48,2.6,0.88,0.073,22,84,22,0.9972,3.32,81,0.7,9.6,4
9.1,0.765,0.04,1.6,0.78,0.078,4,14,48,0.998,3.29,23,0.54,9.7,4
8.4,1.035,0.15,6,0.93,0.073,11,54,33,0.999,3.37,79,0.49,9.9,5
7,0.78,0.08,2,0.54,0.093,10,19,39,0.9956,3.4,48,0.47,10,5
7.4,0.49,0.19,3,0.73,0.077,16,37,20,0.9966,3.37,18,0.51,10.5,5
7.8,0.545,0.12,2.5,0.68,0.068,11,35,39,0.996,3.34,24,0.61,11.6,6
9.7,0.31,0.47,1.6,0.88,0.062,13,33,14,0.9983,3.27,81,0.66,10,6
10.6,1.025,0.43,2.8,0.88,0.08,21,84,44,0.9985,3.06,86,0.57,10.1,5
8.9,0.565,0.34,3,0.78,0.093,16,112,28,0.9998,3.38,33,0.61,9.5,5
8.7,0.69,0,3.2,0.98,0.084,13,33,29,0.9992,3.36,94,0.45,9.4,5
8,0.43,0.36,2.3,0.54,0.075,10,48,12,0.9976,3.34,91,0.46,9.4,5
9.9,0.74,0.28,2.6,0.93,0.078,21,77,44,0.998,3.28,86,0.51,9.8,5
7.2,0.49,0.18,2.7,0.78,0.069,13,34,24,0.9967,3.29,92,0.48,9.2,6
8,0.43,0.36,2.3,0.63,0.075,10,48,29,0.9976,3.34,24,0.46,9.4,5
7.6,0.46,0.11,2.6,0.54,0.079,12,49,27,0.9968,3.21,1,0.57,10,5
8.4,0.56,0.04,2,0.93,0.082,10,22,33,0.9976,3.22,61,0.44,9.6,5
7.1,0.66,0,3.9,0.98,0.086,17,45,23,0.9976,3.46,34,0.54,9.5,5
8.4,0.56,0.04,2,0.63,0.082,10,22,32,0.9976,3.22,13,0.44,9.6,5
8.9,0.48,0.24,2.85,0.93,0.094,35,106,37,0.9982,3.1,0,0.53,9.2,5
7.6,0.42,0.08,2.7,0.73,0.084,15,48,45,0.9968,3.21,72,0.59,10,5
7.1,0.31,0.3,2.2,0.59,0.053,36,127,13,0.9965,2.94,5,1.62,9.5,5
7.5,1.115,0.1,3.1,0.68,0.086,5,12,44,0.9958,3.54,76,0.6,11.2,4
9,0.66,0.17,3,0.83,0.077,5,13,29,0.9976,3.29,23,0.55,10.4,5
8.1,0.72,0.09,2.8,0.54,0.084,18,49,24,0.9994,3.43,78,0.72,11.1,6
6.4,0.57,0.02,1.8,0.88,0.067,4,11,31,0.997,3.46,31,0.68,9.5,5
6.4,0.57,0.02,1.8,0.54,0.067,4,11,21,0.997,3.46,17,0.68,9.5,5
6.4,0.865,0.03,3.2,0.98,0.071,27,58,30,0.995,3.61,94,0.49,12.7,6
9.5,0.55,0.66,2.3,0.63,0.387,12,37,40,0.9982,3.17,25,0.67,9.6,5
8.9,0.875,0.13,3.45,0.88,0.088,4,14,20,0.9994,3.44,33,0.52,11.5,5
7.3,0.835,0.03,2.1,0.54,0.092,10,NA,48,0.9966,3.39,66,0.47,9.6,5
7,0.45,0.34,2.7,0.73,0.082,16,72,23,0.998,3.55,57,0.6,9.5,5
7.7,0.56,0.2,2,0.63,0.075,9,39,50,0.9987,3.48,70,0.62,9.3,5
7.7,0.965,0.1,2.1,0.88,0.112,11,22,50,0.9963,3.26,67,0.5,9.5,5
7.7,0.965,0.1,2.1,0.63,0.112,11,22,36,0.9963,3.26,5,0.5,9.5,5
8.2,0.59,0,2.5,0.83,0.093,19,58,49,1.0002,3.5,62,0.65,9.3,6
9,0.46,0.23,2.8,0.93,0.092,28,104,26,0.9983,3.1,12,0.56,9.2,5
9,0.69,0,2.4,0.68,0.088,19,38,16,0.999,3.35,96,0.6,9.3,5
8.3,0.76,0.29,4.2,0.98,0.075,12,16,50,0.9965,3.45,4,0.68,11.5,6
9.2,0.53,0.24,2.6,0.59,0.078,28,139,27,0.99788,3.21,88,0.57,9.5,5
6.5,0.615,0,1.9,0.88,0.065,9,18,28,0.9972,3.46,98,0.65,9.2,5
11.6,0.41,0.58,2.8,0.98,0.096,25,101,10,1.00024,3.13,20,0.53,10,5
11.1,0.39,0.54,2.7,0.73,0.095,21,101,21,1.0001,3.13,54,0.51,9.5,5
7.3,0.51,0.18,2.1,0.93,0.07,12,28,21,0.99768,3.52,14,0.73,9.5,6
8.2,0.34,0.38,2.5,0.93,0.08,12,57,24,0.9978,3.3,18,0.47,9,6
8.6,0.33,0.4,2.6,0.78,0.083,16,68,39,0.99782,3.3,39,0.48,9.4,5
7.2,0.5,0.18,2.1,0.68,0.071,12,31,45,0.99761,3.52,100,0.72,9.6,6
7.3,0.51,0.18,2.1,0.83,0.07,12,28,27,0.99768,3.52,68,0.73,9.5,6
8.3,0.65,0.1,2.9,0.73,0.089,17,40,37,0.99803,3.29,91,0.55,9.5,5
8.3,0.65,0.1,2.9,0.54,0.089,17,40,18,0.99803,3.29,39,0.55,9.5,5
7.6,0.54,0.13,2.5,0.93,0.097,24,66,31,0.99785,3.39,61,0.61,9.4,5
8.3,0.65,0.1,2.9,0.78,0.089,17,40,45,0.99803,3.29,14,0.55,9.5,5
7.8,0.48,0.68,1.7,0.98,0.415,14,32,17,0.99656,3.09,32,1.06,9.1,6
7.8,0.91,0.07,1.9,0.54,0.058,22,47,27,0.99525,3.51,86,0.43,10.7,6
6.3,0.98,0.01,2,0.88,0.057,15,33,23,0.99488,3.6,49,0.46,11.2,6
8.1,0.87,0,2.2,0.88,0.084,10,31,15,0.99656,3.25,1,0.5,9.8,5
8.1,0.87,0,2.2,0.78,0.084,10,31,42,0.99656,3.25,74,0.5,9.8,5
8.8,0.42,0.21,2.5,0.63,0.092,33,88,29,0.99823,3.19,43,0.52,9.2,5
9,0.58,0.25,2.8,0.93,0.075,9,104,47,0.99779,3.23,39,0.57,9.7,5
9.3,0.655,0.26,2,0.68,0.096,5,35,10,0.99738,3.25,72,0.42,9.6,5
8.8,0.7,0,1.7,0.93,0.069,8,19,23,0.99701,3.31,40,0.53,10,6
9.3,0.655,0.26,2,0.98,0.096,5,35,10,0.99738,3.25,6,0.42,9.6,5
9.1,0.68,0.11,2.8,0.88,0.093,11,44,43,0.99888,3.31,42,0.55,9.5,6
9.2,0.67,0.1,3,0.83,0.091,12,48,49,0.99888,3.31,58,0.54,9.5,6
8.8,0.59,NA,2.9,0.98,0.089,12,74,38,0.99738,3.14,39,0.54,9.4,5
7.5,0.6,0.32,2.7,0.98,0.103,13,98,45,0.99938,3.45,20,0.62,9.5,5
7.1,0.59,0.02,2.3,0.88,0.082,24,94,44,0.99744,3.55,29,0.53,9.7,6
7.9,0.72,0.01,1.9,0.59,0.076,7,32,21,0.99668,3.39,45,0.54,9.6,5
7.1,0.59,0.02,2.3,0.59,0.082,24,94,14,0.99744,3.55,86,0.53,9.7,6
9.4,0.685,0.26,2.4,0.68,0.082,23,143,33,0.9978,3.28,52,0.55,9.4,5
9.5,0.57,0.27,2.3,0.54,0.082,23,144,27,0.99782,3.27,23,0.55,9.4,5
7.9,0.4,0.29,1.8,0.88,0.157,1,44,31,0.9973,3.3,27,0.92,9.5,6
7.9,0.4,0.3,1.8,0.93,0.157,2,45,30,0.99727,3.31,61,0.91,9.5,6
7.2,1,0,3,0.68,0.102,7,16,37,0.99586,3.43,4,0.46,10,5
6.9,0.765,0.18,2.4,0.88,0.243,5.5,48,30,0.99612,3.4,53,0.6,10.3,6
6.9,0.635,0.17,2.4,0.63,0.241,6,18,36,0.9961,3.4,48,0.59,10.3,6
8.3,0.43,0.3,3.4,0.78,0.079,7,34,33,0.99788,3.36,75,0.61,10.5,5
7.1,0.52,0.03,2.6,0.59,0.076,21,92,23,0.99745,3.5,31,0.6,9.8,5
7,0.57,0,2,0.54,0.19,12,45,35,0.99676,3.31,23,0.6,9.4,6
6.5,0.46,0.14,2.4,0.59,0.114,9,37,50,0.99732,3.66,95,0.65,9.8,5
9,0.82,0.05,2.4,0.54,0.081,26,96,36,0.99814,3.36,66,0.53,10,5
6.5,0.46,0.14,2.4,0.54,0.114,9,37,40,0.99732,3.66,84,0.65,9.8,5
NA,0.59,0.01,2.5,0.83,0.077,20,85,21,0.99746,3.55,19,0.59,9.8,5
9.9,0.35,0.41,2.3,0.63,0.083,11,61,23,0.9982,3.21,20,0.5,9.5,5
9.9,0.35,0.41,2.3,0.54,0.083,11,61,41,0.9982,3.21,34,0.5,9.5,5
10,0.56,0.24,2.2,0.63,0.079,19,58,24,0.9991,3.18,41,0.56,10.1,6
10,0.56,0.24,2.2,0.73,0.079,19,58,40,0.9991,3.18,83,0.56,10.1,6
8.6,0.63,0.17,2.9,0.88,0.099,21,119,15,0.998,3.09,90,0.52,9.3,5
7.4,0.37,0.43,2.6,0.83,0.082,18,82,46,0.99708,3.33,68,0.68,9.7,6
8.8,0.64,0.17,2.9,0.78,0.084,25,130,22,0.99818,3.23,85,0.54,9.6,5
7.1,0.61,0.02,2.5,0.98,0.081,17,87,37,0.99745,3.48,68,0.6,9.7,6
7.7,0.6,0,2.6,0.59,0.055,7,13,40,0.99639,3.38,9,0.56,10.8,5
10.1,0.27,0.54,2.3,0.83,0.065,7,26,36,0.99531,3.17,52,0.53,12.5,6
10.8,0.89,0.3,2.6,0.68,0.132,7,60,24,0.99786,2.99,71,1.18,10.2,5
8.7,0.46,0.31,2.5,0.78,0.126,24,64,13,0.99746,3.1,64,0.74,9.6,5
9.3,0.37,0.44,1.6,0.88,0.038,21,42,10,0.99526,3.24,67,0.81,10.8,7
9.4,0.5,0.34,3.6,0.98,0.082,5,14,21,0.9987,3.29,82,0.52,10.7,6
NA,0.5,0.34,3.6,0.78,0.082,5,14,38,0.9987,3.29,89,0.52,10.7,6
7.2,0.61,0.08,4,0.98,0.082,26,108,27,0.99641,3.25,57,0.51,9.4,5
8.6,0.55,0.09,3.3,0.73,0.068,8,17,26,0.99735,3.23,75,0.44,10,5
5.1,0.585,0,1.7,0.63,0.044,14,86,40,0.99264,3.56,7,0.94,12.9,7
7.7,0.56,0.08,2.5,0.63,0.114,14,46,32,0.9971,3.24,90,0.66,9.6,6
8.4,0.52,0.22,2.7,0.93,0.084,4,18,37,0.99682,3.26,9,0.57,9.9,6
8.2,0.28,0.4,2.4,0.54,0.052,4,10,11,0.99356,3.33,76,0.7,12.8,7
8.4,0.25,0.39,2,0.63,0.041,4,10,35,0.99386,3.27,74,0.71,12.5,7
8.2,0.28,0.4,2.4,0.54,0.052,4,10,17,0.99356,3.33,70,0.7,12.8,7
7.4,0.53,0.12,1.9,0.73,0.165,4,12,32,0.99702,3.26,63,0.86,9.2,5
7.6,0.48,0.31,2.8,0.68,0.07,4,15,28,0.99693,3.22,76,0.55,10.3,6
7.3,0.49,0.1,2.6,0.83,0.068,4,14,46,0.99562,3.3,95,0.47,10.5,5
12.9,0.5,0.55,2.8,0.68,0.072,7,24,46,1.00012,3.09,91,0.68,10.9,6
10.8,0.45,0.33,2.5,0.83,0.099,20,38,16,0.99818,3.24,60,0.71,10.8,5
6.9,0.39,0.24,2.1,0.54,0.102,4,7,25,0.99462,3.44,90,0.58,11.4,4
12.6,0.41,0.54,2.8,0.59,0.103,19,41,38,0.99939,3.21,49,0.76,11.3,6
10.8,0.45,0.33,2.5,0.83,0.099,20,38,30,0.99818,3.24,13,0.71,10.8,5
9.8,0.51,0.19,3.2,0.54,0.081,8,30,35,0.9984,3.23,7,0.58,10.5,6
10.8,0.29,0.42,1.6,0.63,0.084,19,27,46,0.99545,3.28,34,0.73,11.9,6
7.1,0.715,0,2.35,0.59,0.071,21,47,49,0.99632,3.29,14,0.45,9.4,5
9.1,0.66,0.15,3.2,0.63,0.097,9,59,14,0.99976,3.28,48,0.54,9.6,5
7,0.685,0,1.9,0.83,0.099,9,22,45,0.99606,3.34,1,0.6,9.7,5
4.9,0.42,0,2.1,0.88,0.048,16,42,11,0.99154,3.71,62,0.74,14,7
6.7,0.54,0.13,2,0.93,0.076,15,36,48,0.9973,3.61,96,0.64,9.8,5
6.7,0.54,0.13,2,0.73,0.076,15,36,22,0.9973,3.61,79,0.64,9.8,5
7.1,0.48,0.28,2.8,0.63,0.068,6,16,25,0.99682,3.24,80,0.53,10.3,5
7.1,0.46,0.14,2.8,0.93,0.076,15,37,15,0.99624,3.36,75,0.49,10.7,5
7.5,0.27,0.34,2.3,0.54,0.05,4,8,19,0.9951,3.4,9,0.64,11,7
7.1,0.46,0.14,2.8,0.83,0.076,15,37,24,0.99624,3.36,73,0.49,10.7,5
7.8,0.57,0.09,2.3,0.63,0.065,34,45,30,0.99417,3.46,48,0.74,12.7,8
5.9,0.61,0.08,2.1,0.63,0.071,16,24,15,0.99376,3.56,96,0.77,11.1,6
7.5,0.685,0.07,2.5,0.63,0.058,5,NA,19,0.99632,3.38,5,0.55,10.9,4
5.9,0.61,0.08,2.1,0.54,0.071,16,24,46,0.99376,3.56,81,0.77,11.1,6
10.4,0.44,0.42,1.5,0.78,0.145,34,48,45,0.99832,3.38,94,0.86,9.9,3
